"Tract","Walker","Pass","Distance","Sherds","Other","Bags"
3404,12,1,100,34,0,1
3404,15,1,100,2,0,1
3404,16,1,100,0,0,0
3404,19,1,100,41,0,1
3405,11,1,20,13,0,0
3405,12,1,50,48,0,1
3405,15,1,52,0,0,0
3405,16,1,49,12,0,1
3405,19,1,62,38,0,1
3406,11,1,100,13,0,0
3406,12,1,100,10,0,2
3406,15,1,100,4,0,2
3406,16,1,100,12,0,7
3406,19,1,100,9,0,0
3407,11,1,100,7,0,0
3407,12,1,100,3,0,0
3407,15,1,100,2,0,0
3407,16,1,100,8,0,0
3407,19,1,100,5,0,1
3408,11,1,100,0,0,0
3408,12,1,100,7,0,0
3408,15,1,100,2,0,0
3408,16,1,100,2,0,0
3408,19,1,100,0,0,0
3409,11,1,100,0,0,0
3409,12,1,100,2,0,0
3409,15,1,100,2,0,1
3409,16,1,100,1,0,0
3409,19,1,100,0,0,0
3410,11,1,40,0,0,0
3410,12,1,50,0,0,0
3410,15,1,47,0,0,0
3410,16,1,55,0,0,0
3410,19,1,52,0,0,0
3411,11,1,100,2,0,0
3411,12,1,100,0,0,0
3411,15,1,100,0,0,0
3411,16,1,100,0,0,0
3411,19,1,100,0,0,0
3412,11,1,100,61,0,0
3412,12,1,100,24,0,1
3412,15,1,100,96,0,3
3412,16,1,100,36,0,1
3412,19,1,100,15,0,1
3413,11,1,100,25,0,0
3413,12,1,100,38,0,1
3413,15,1,70,3,0,0
3413,16,1,100,1,0,0
3413,19,1,100,12,0,0
3414,11,1,40,10,0,0
3414,12,1,21,7,0,1
3414,19,1,5,0,0,0
3415,12,1,34,4,0,0
3415,15,1,65,4,0,0
3416,11,1,65,14,0,0
3416,12,1,80,19,0,1
3416,15,1,80,4,0,1
3416,16,1,80,10,0,0
3417,12,1,70,0,0,0
3417,15,1,43,5,0,1
3417,16,1,33,0,0,0
3417,19,1,35,3,0,2
3418,5,1,100,9,0,0
3418,12,1,100,20,0,0
3418,16,1,100,24,0,1
3418,19,1,80,25,0,0
3418,28,1,100,9,0,0
3419,5,1,60,4,0,0
3419,12,1,100,52,0,2
3419,16,1,100,16,0,1
3419,19,1,100,19,0,0
3419,28,1,100,30,0,1
3420,5,1,42,0,0,0
3420,12,1,100,64,0,2
3420,16,1,100,34,0,1
3420,19,1,100,75,0,0
3420,28,1,100,40,0,1
3421,5,1,100,23,0,1
3421,12,1,45,7,0,0
3421,16,1,100,16,0,0
3421,19,1,100,8,0,1
3421,28,1,40,20,0,0
3422,5,1,61,9,0,1
3422,16,1,62,14,0,1
3422,19,1,50,35,0,0
3423,5,1,54,0,0,0
3423,12,1,40,1,0,0
3424,16,1,55,7,0,0
3424,28,1,39,4,0,0
3425,16,1,40,4,0,0
3425,28,1,39,4,0,0
3426,5,1,100,40,0,1
3426,12,1,100,3,0,0
3427,5,1,100,9,0,0
3427,12,1,100,127,0,2
3427,19,1,50,7,0,0
3428,5,1,31,2,0,1
3428,12,1,50,38,0,1
3428,19,1,30,6,0,0
3429,5,1,54,38,0,1
3429,12,1,100,17,0,0
3429,16,1,68,2,0,0
3429,19,1,45,12,0,1
3429,28,1,90,30,0,1
3430,5,1,18,0,0,0
3430,12,1,95,15,0,0
3430,16,1,12,0,0,0
3430,19,1,100,18,0,1
3430,28,1,100,40,0,0
3431,5,1,32,5,0,0
3431,16,1,30,0,0,0
3432,19,1,100,12,0,0
3432,28,1,40,10,0,0
3433,5,1,50,3,0,0
3433,12,1,75,2,0,0
3433,16,1,40,2,0,0
3434,5,1,69,2,0,0
3434,16,1,100,1,0,0
3435,28,1,70,10,0,0
3436,5,1,71,48,0,3
3436,12,1,100,19,0,0
3436,16,1,72,30,0,1
3436,19,1,75,5,0,0
3436,28,1,100,30,0,1
3437,5,1,42,40,0,2
3437,12,1,85,13,0,0
3437,16,1,40,4,0,0
3437,19,1,50,8,0,1
3437,28,1,100,20,2,1
3438,5,1,33,10,0,1
3438,16,1,32,15,0,0
3438,19,1,32,12,0,0
3439,5,1,100,12,0,1
3439,12,1,50,19,0,0
3439,16,1,22,0,0,0
3439,19,1,10,0,0,0
3439,28,1,49,30,0,1
3440,5,1,83,5,0,0
3440,12,1,60,21,0,1
3440,16,1,100,3,0,0
3440,19,1,100,28,0,2
3440,28,1,100,9,0,0
3441,19,1,56,12,0,0
3441,28,1,65,10,0,0
3442,5,1,79,13,0,0
3442,12,1,100,18,0,0
3442,16,1,100,17,0,1
3442,19,1,100,8,0,0
3442,28,1,100,25,0,0
3443,5,1,58,6,0,1
3443,12,1,100,8,0,0
3443,16,1,90,11,0,0
3443,19,1,100,10,0,1
3443,28,1,100,10,0,1
3444,5,1,92,6,0,0
3444,12,1,45,3,0,0
3444,16,1,100,4,0,0
3444,19,1,100,15,0,1
3444,28,1,80,10,0,0
3445,12,1,90,4,0,0
3445,19,1,60,0,0,0
3445,41,1,100,0,0,0
3446,12,1,100,3,0,0
3446,14,1,95,1,0,1
3446,41,1,70,0,0,0
3447,12,1,100,9,0,0
3447,14,1,100,2,0,1
3447,14,2,50,0,0,0
3447,19,1,95,0,0,0
3447,41,1,100,5,0,0
3447,42,1,100,2,0,0
3448,12,1,100,7,0,1
3448,14,1,100,0,0,0
3448,19,1,100,15,0,0
3448,41,1,100,2,0,0
3448,42,1,100,6,0,0
3449,12,1,100,8,0,2
3449,14,1,65,7,0,1
3449,41,1,100,1,0,0
3449,42,1,100,6,0,2
3450,12,1,100,6,0,0
3450,14,1,90,5,0,0
3450,19,1,72,25,0,2
3450,41,1,100,20,0,1
3450,42,1,100,10,0,3
3451,12,1,20,2,0,1
3451,19,1,19,0,0,0
3451,41,1,20,2,0,0
3451,42,1,15,2,0,0
3452,12,1,65,4,0,0
3452,12,2,25,6,0,1
3452,41,1,45,0,0,0
3452,41,2,15,2,0,0
3453,14,1,45,10,0,1
3453,19,1,100,5,0,2
3453,42,1,70,1,0,0
3454,12,1,100,4,0,1
3454,14,1,70,4,0,0
3454,14,2,35,2,0,0
3454,41,1,100,4,0,0
3454,42,1,100,4,0,0
3455,12,1,30,1,0,0
3455,41,1,30,0,0,0
3455,42,1,21,1,0,0
3456,12,1,95,24,0,1
3456,14,1,100,16,1,4
3456,19,1,58,12,0,1
3456,41,1,90,2,0,0
3456,42,1,90,2,0,0
3457,12,1,65,0,0,0
3457,14,1,100,3,0,1
3457,19,1,90,2,0,0
3457,19,2,60,0,0,0
3457,41,1,100,0,0,0
3457,42,1,100,2,0,0
3458,12,1,80,0,0,0
3458,14,1,100,3,0,0
3458,41,1,100,0,0,0
3458,42,1,100,0,0,0
3459,12,1,70,27,0,1
3459,14,1,85,73,3,6
3459,19,1,80,120,0,3
3459,41,1,90,10,0,0
3459,42,1,90,31,0,1
3460,14,1,70,44,0,3
3461,19,1,30,15,0,1
3461,41,1,25,15,0,0
3461,42,1,40,8,0,0
3462,14,1,55,26,0,3
3462,19,1,52,25,0,1
3462,42,1,75,25,0,0
3463,14,1,80,16,0,1
3464,41,1,25,2,0,0
3465,41,1,42,7,0,0
3466,14,1,75,17,0,3
3466,19,1,30,35,0,1
3466,19,2,22,25,0,0
3466,41,1,25,25,0,0
3466,42,1,70,35,0,0
3467,14,1,30,0,0,0
3467,25,1,32,0,0,0
3467,42,1,60,0,0,0
3468,14,1,60,3,0,0
3468,25,1,34,3,0,0
3469,19,1,60,0,0,0
3469,25,1,30,0,0,0
3469,41,1,40,1,0,0
3469,42,1,100,1,0,0
3470,14,1,45,1,0,1
3470,25,1,45,2,0,1
3470,42,1,60,0,0,0
3471,14,1,30,0,0,0
3471,41,1,35,0,0,3
3471,42,1,30,2,0,0
3472,14,1,25,2,0,0
3472,25,1,15,0,0,0
3473,25,1,55,2,0,0
3473,41,1,15,0,0,0
3474,25,1,60,4,0,0
3475,14,1,90,0,0,0
3475,19,1,80,0,0,0
3475,19,2,85,0,0,0
3475,25,1,100,0,0,0
3475,41,1,90,0,0,0
3475,42,1,100,1,0,1
3476,14,1,75,3,0,0
3476,19,1,87,2,0,0
3476,19,2,100,6,0,0
3476,25,1,90,0,0,0
3476,41,1,80,0,0,0
3476,42,1,100,1,0,0
3477,14,1,40,4,4,2
3477,14,2,20,3,1,2
3477,25,1,40,10,1,2
3477,42,1,50,4,0,0
3478,19,1,42,0,0,0
3478,41,1,45,0,0,0
3479,14,1,65,14,0,0
3479,25,1,60,40,1,4
3479,42,1,100,4,0,0
3480,19,1,72,6,0,0
3480,41,1,70,1,0,0
3481,19,1,100,130,0,3
3481,25,1,100,15,0,0
3481,39,1,100,9,0,1
3481,41,1,100,10,0,0
3481,42,1,100,36,0,0
3482,19,1,100,25,0,2
3482,25,1,30,5,0,0
3482,25,2,38,12,0,0
3482,39,1,100,32,0,0
3482,41,1,100,30,0,0
3482,42,1,100,25,0,0
3483,19,1,82,43,0,3
3483,25,1,15,16,0,0
3483,39,1,55,19,0,0
3483,41,1,85,15,0,0
3483,42,1,100,21,0,1
3484,25,1,51,21,0,0
3484,39,1,70,45,0,3
3485,19,1,72,25,0,2
3485,25,1,63,35,0,0
3485,25,2,56,14,0,0
3485,39,1,80,26,0,0
3485,41,1,60,5,0,0
3485,41,2,30,2,0,0
3485,42,1,70,4,0,0
3486,19,1,50,0,0,0
3486,25,1,100,1,0,0
3486,39,1,100,4,0,1
3486,42,1,100,2,0,0
3487,19,1,50,0,0,0
3487,25,1,100,0,0,0
3487,39,1,100,0,0,0
3487,42,1,85,0,0,0
3488,19,1,37,0,0,0
3488,25,1,71,0,0,0
3488,39,1,65,2,0,0
3489,19,1,100,0,0,0
3489,25,1,100,0,0,0
3489,39,1,100,0,0,0
3489,41,1,100,0,0,0
3489,42,1,100,0,0,0
3490,19,1,100,0,0,0
3490,25,1,100,0,0,0
3490,39,1,100,0,0,0
3490,41,1,100,0,0,0
3490,42,1,100,0,0,0
3491,19,1,100,0,0,0
3491,25,1,100,0,0,0
3491,39,1,100,0,0,0
3491,41,1,100,0,0,0
3491,42,1,100,0,0,0
3492,19,1,100,0,0,0
3492,25,1,100,0,0,0
3492,39,1,100,1,0,0
3492,41,1,100,0,0,0
3492,42,1,100,0,0,0
3493,19,1,70,0,0,0
3493,39,1,22,0,0,0
3493,41,1,100,0,0,0
3493,42,1,100,0,0,0
3494,41,1,20,0,0,0
3494,42,1,20,0,0,0
3495,19,1,100,0,0,0
3495,25,1,100,0,0,0
3495,39,1,100,0,0,0
3495,41,1,100,0,0,0
3495,42,1,100,0,0,0
3496,19,1,100,0,0,0
3496,25,1,100,0,0,0
3496,39,1,100,0,0,0
3496,41,1,90,0,0,0
3496,42,1,100,0,0,0
3497,19,1,90,0,0,0
3497,25,1,30,0,0,0
3497,39,1,100,0,0,0
3497,41,1,100,0,0,0
3497,42,1,85,0,0,0
3498,19,1,100,0,0,0
3498,25,1,20,0,0,0
3498,39,1,45,0,0,0
3498,41,1,100,0,0,0
3498,41,2,20,1,0,0
3498,42,1,100,0,0,0
3499,19,1,48,0,0,0
3499,41,1,100,0,0,0
3499,42,1,85,0,0,0
3500,19,1,52,0,0,0
3500,39,1,60,0,0,0
3500,41,1,90,0,0,0
3500,42,1,95,0,0,0
3501,19,1,100,0,0,0
3501,25,1,100,0,0,0
3501,39,1,100,0,0,0
3501,41,1,100,0,0,0
3501,42,1,100,0,0,0
3502,19,1,100,0,0,0
3502,25,1,100,0,0,0
3502,39,1,100,0,0,0
3502,41,1,100,0,0,0
3502,42,1,100,0,0,0
3503,19,1,68,0,0,0
3503,25,1,70,0,0,0
3503,39,1,70,0,0,0
3503,41,1,100,0,0,0
3503,42,1,80,0,0,0
3504,19,1,100,1,0,1
3504,25,1,85,0,0,0
3504,39,1,100,0,0,0
3504,41,1,100,0,0,0
3504,42,1,100,0,0,0
3505,19,1,100,0,0,0
3505,25,1,100,0,0,0
3505,39,1,100,0,0,0
3505,41,1,100,0,0,0
3505,42,1,100,0,0,0
3506,19,1,67,0,0,0
3506,25,1,88,0,0,0
3506,39,1,60,0,0,0
3506,41,1,80,0,0,0
3506,42,1,65,0,0,0
3507,19,1,100,0,0,0
3507,25,1,100,0,0,0
3507,39,1,100,0,0,0
3507,41,1,100,0,0,0
3507,42,1,100,0,0,0
3508,19,1,100,0,0,0
3508,25,1,35,0,0,0
3508,39,1,100,0,0,0
3508,41,1,50,0,0,0
3508,42,1,100,0,0,0
3509,19,1,52,0,0,0
3509,39,1,45,0,0,0
3509,42,1,35,0,0,0
3510,25,1,78,0,0,0
3510,41,1,80,0,0,0
3511,19,1,100,0,0,0
3511,39,1,80,0,0,0
3512,19,1,50,17,0,0
3512,25,1,35,72,0,1
3513,19,1,100,0,0,0
3513,39,1,100,0,0,0
3514,25,1,40,17,0,0
3514,42,1,95,0,0,0
3515,19,1,71,0,0,0
3515,39,1,100,0,0,0
3515,42,1,45,0,0,0
3516,19,1,100,0,0,0
3516,39,1,100,0,0,0
3516,42,1,100,0,0,0
3517,39,1,90,0,0,0
3517,42,1,80,0,0,0
3518,19,1,72,14,0,1
3518,19,2,80,7,0,0
3519,19,1,100,26,0,2
3519,25,1,51,5,0,0
3519,39,1,50,2,0,0
3519,41,1,30,0,0,1
3519,42,1,20,2,0,0
3520,25,1,70,2,0,0
3520,39,1,40,0,0,0
3520,42,1,20,0,0,0
3521,19,1,40,0,0,0
3521,21,1,75,2,0,0
3521,35,1,70,0,0,0
3521,42,1,55,0,0,0
3522,19,1,38,11,0,0
3522,21,1,100,1,0,0
3522,35,1,90,0,0,0
3522,42,1,75,6,0,2
3523,19,1,12,0,0,0
3523,21,1,100,1,0,0
3523,35,1,22,0,0,0
3523,42,1,70,0,0,0
3524,19,1,80,18,0,2
3524,21,1,75,16,0,1
3524,35,1,35,18,0,1
3524,42,1,80,16,0,0
3525,21,1,100,16,0,1
3525,35,1,95,12,0,2
3525,42,1,100,2,0,0
3526,21,1,95,3,0,0
3526,35,1,70,2,0,0
3526,42,1,85,1,0,0
3527,19,1,50,0,0,0
3527,21,1,70,0,0,0
3527,42,1,65,1,0,0
3528,19,1,57,6,0,0
3528,21,1,70,2,0,0
3528,35,1,25,0,0,0
3528,42,1,85,0,0,0
3529,19,1,50,2,0,0
3529,21,1,35,2,0,0
3529,35,1,35,0,0,0
3529,42,1,42,0,0,0
3530,35,1,20,0,0,0
3530,42,1,30,0,0,0
3531,19,1,100,0,0,0
3531,21,1,90,0,0,0
3531,35,1,20,0,0,0
3532,19,1,100,2,0,1
3532,21,1,100,0,0,0
3532,35,1,100,0,0,0
3532,42,1,95,0,0,0
3533,19,1,100,0,0,0
3533,21,1,100,1,0,0
3533,35,1,100,0,0,0
3533,42,1,100,0,0,0
3534,19,1,100,0,0,0
3534,21,1,100,0,0,0
3534,35,1,100,0,0,0
3534,42,1,100,0,0,0
3535,19,1,45,0,0,0
3535,21,1,40,0,0,0
3535,35,1,25,0,0,0
3536,19,1,100,0,0,0
3536,21,1,100,0,0,0
3536,35,1,25,0,0,0
3536,42,1,65,0,0,0
3537,19,1,100,0,0,0
3537,21,1,100,0,0,0
3537,35,1,100,0,0,0
3537,42,1,100,0,0,0
3538,19,1,75,0,0,0
3538,21,1,70,0,0,0
3538,35,1,55,0,0,0
3538,42,1,65,0,0,0
3539,19,1,100,0,0,0
3539,21,1,100,0,0,0
3539,35,1,100,0,0,0
3539,42,1,100,0,0,0
3540,21,1,50,0,0,0
3540,35,1,60,0,0,0
3540,42,1,55,0,0,0
3541,21,1,100,0,0,0
3541,42,1,80,0,0,0
3542,19,1,37,0,0,0
3542,19,2,52,1,0,0
3542,35,1,30,0,0,0
3543,21,1,50,0,0,0
3543,42,1,55,0,0,0
3544,19,1,15,0,0,0
3544,19,2,10,0,0,0
3544,35,1,55,0,0,0
3545,21,1,90,0,0,0
3545,42,1,95,0,0,0
3546,19,1,90,0,0,0
3546,35,1,95,0,0,0
3547,21,1,90,0,0,0
3547,42,1,100,0,0,0
3548,19,1,30,1,0,0
3548,21,1,55,0,0,0
3549,19,1,50,0,0,0
3549,21,1,100,0,0,0
3549,35,1,100,0,0,0
3549,42,1,50,0,0,0
3550,19,1,21,0,0,0
3550,19,2,25,0,0,0
3550,42,1,25,0,0,0
3551,19,1,53,0,0,0
3551,21,1,5,0,0,0
3551,35,1,23,0,0,0
3551,42,1,50,0,0,0
3552,19,1,100,0,0,0
3552,21,1,100,8,0,0
3552,35,1,85,1,0,0
3552,42,1,50,0,0,0
3553,19,1,100,0,0,0
3553,21,1,85,0,1,1
3553,35,1,95,0,0,0
3553,42,1,100,0,0,0
3554,19,1,70,1,0,0
3554,21,1,100,0,0,0
3554,35,1,90,0,0,0
3554,42,1,65,1,0,1
3555,19,1,40,2,0,0
3555,21,1,80,0,0,0
3555,35,1,85,0,0,0
3555,42,1,10,0,0,0
3556,19,1,90,0,0,0
3556,21,1,90,0,1,1
3556,35,1,95,0,0,0
3556,42,1,80,0,0,0
3557,19,1,61,0,0,0
3557,21,1,60,0,0,0
3557,35,1,100,0,0,0
3557,42,1,30,0,0,0
3558,2,1,21,1,0,0
3558,19,1,52,15,0,1
3558,19,2,32,4,0,0
3558,35,1,25,0,0,0
3558,42,1,35,0,0,1
3559,19,1,75,0,0,0
3559,42,1,65,0,0,0
3560,2,1,81,3,0,0
3560,35,1,60,0,0,0
3561,19,1,11,0,0,0
3561,42,1,35,0,0,0
3562,2,1,65,1,0,0
3562,2,2,8,0,0,0
3562,35,1,46,0,0,0
3562,42,1,60,0,0,0
3563,2,1,100,8,0,1
3563,19,1,100,18,0,0
3563,35,1,100,0,0,0
3563,42,1,100,1,0,0
3564,2,1,86,0,0,0
3564,19,1,80,0,0,0
3564,35,1,85,0,0,0
3564,42,1,100,0,0,0
3565,2,1,27,0,0,0
3565,35,1,30,0,0,0
3566,19,1,89,0,0,0
3566,35,1,95,0,0,0
3566,42,1,80,1,0,1
3567,2,1,69,8,0,1
3567,2,2,36,4,0,0
3567,19,1,100,8,0,0
3567,35,1,100,2,0,1
3567,42,1,100,7,1,1
3568,19,1,25,1,0,0
3568,42,1,50,2,0,0
3569,2,1,72,1,0,0
3569,19,1,80,8,0,0
3569,35,1,75,0,0,0
3569,42,1,65,7,0,0
3570,2,1,100,6,0,1
3570,19,1,100,8,0,0
3570,19,2,45,18,0,2
3570,35,1,100,4,0,0
3570,42,1,100,9,0,1
3571,35,1,40,4,0,0
3572,19,1,48,4,0,0
3572,19,2,50,4,0,0
3572,21,1,79,6,0,1
3572,42,1,100,4,0,1
3573,2,1,60,8,0,1
3573,19,1,40,35,0,1
3573,35,1,100,3,0,0
3573,42,1,85,8,0,3
3574,2,1,30,1,0,0
3574,19,1,10,10,0,1
3574,35,1,25,1,0,0
3574,42,1,35,4,0,0
3575,2,1,84,29,0,3
3575,35,1,50,22,0,1
3575,42,1,35,3,0,1
3576,2,1,89,15,0,2
3576,19,1,90,2,0,0
3576,35,1,100,2,0,1
3576,42,1,90,0,0,0
3577,2,1,80,9,0,1
3577,19,1,75,0,0,0
3577,35,1,85,0,0,0
3577,42,1,75,0,0,0
3578,2,1,100,1,0,0
3578,19,1,100,0,0,0
3578,35,1,100,0,0,0
3578,42,1,100,0,0,0
3579,2,1,32,0,0,0
3579,35,1,18,0,0,0
3580,2,1,100,0,2,1
3580,19,1,100,0,0,0
3580,35,1,100,0,0,0
3580,42,1,100,2,0,0
3581,2,1,100,0,0,0
3581,19,1,100,0,0,0
3581,19,2,12,0,0,0
3581,35,1,100,0,0,0
3581,42,1,100,1,0,0
3582,2,1,75,0,0,0
3582,19,1,65,0,0,0
3582,35,1,90,0,0,0
3582,42,1,95,0,0,0
3583,19,1,72,0,0,0
3583,19,2,60,0,0,0
3583,35,1,60,0,0,0
3583,42,1,100,2,0,0
3584,19,1,75,0,0,0
3584,35,1,90,0,0,0
3584,42,1,85,0,0,0
3585,2,1,72,0,0,0
3585,19,1,90,1,0,0
3585,35,1,22,0,0,0
3585,42,1,100,2,0,0
3586,2,1,75,1,0,0
3586,19,1,72,1,0,0
3586,35,1,20,0,0,0
3586,42,1,100,0,0,0
3587,2,1,100,0,0,0
3587,19,1,100,0,0,0
3587,35,1,100,0,0,0
3587,42,1,100,0,0,0
3588,19,1,45,0,0,0
3588,35,1,8,0,0,0
3588,42,1,70,0,0,0
3589,2,1,66,0,0,0
3589,19,1,100,0,0,0
3589,35,1,100,0,0,0
3590,19,1,25,0,0,0
3590,35,1,20,0,0,0
3591,2,1,100,0,0,0
3591,35,1,65,8,0,0
3591,42,1,90,0,0,0
3592,35,1,95,5,0,0
3592,42,1,50,0,0,0
3593,19,1,100,0,0,0
3594,19,1,37,0,0,0
3595,2,1,100,10,0,1
3595,19,1,100,18,0,0
3595,35,1,100,12,0,0
3595,42,1,100,5,0,0
3596,2,1,81,4,0,1
3596,19,1,100,12,0,1
3596,35,1,100,2,0,0
3596,42,1,100,3,0,2
3597,19,1,25,3,0,1
3597,35,1,18,0,0,0
3597,42,1,25,2,0,0
3598,19,1,95,7,0,2
3598,35,1,52,5,0,1
3598,42,1,100,6,0,1
3599,19,1,10,2,0,1
3599,42,1,45,0,0,0
3600,2,1,35,0,0,0
3601,2,1,79,7,0,0
3601,19,1,72,0,0,0
3601,35,1,100,7,0,0
3601,42,1,100,3,0,0
3602,19,1,50,2,0,1
3602,35,1,25,4,0,0
3602,42,1,80,0,0,0
3603,19,1,20,2,0,1
3603,35,1,30,0,0,0
3603,42,1,80,0,0,0
3603,42,2,40,1,0,0
3604,2,1,48,0,0,0
3604,2,2,47,1,0,0
3604,35,1,36,1,0,0
3605,2,1,50,1,0,0
3605,2,2,14,0,0,0
3606,2,1,32,1,0,0
3606,35,1,35,1,0,1
3607,2,1,100,0,0,0
3607,2,2,100,4,0,1
3607,19,1,100,0,0,1
3607,35,1,100,0,0,0
3607,42,1,100,1,0,0
3608,2,1,100,0,0,0
3608,19,1,100,0,0,0
3608,35,1,100,0,0,0
3608,42,1,65,0,0,0
3609,2,1,100,0,0,0
3609,19,1,100,0,0,0
3609,35,1,100,0,0,0
3609,42,1,100,1,0,0
3610,2,1,100,0,0,0
3610,19,1,100,0,0,0
3610,35,1,100,0,0,0
3610,42,1,100,1,0,0
3611,2,1,100,0,0,0
3611,19,1,100,0,0,0
3611,35,1,100,0,0,0
3611,42,1,100,0,0,0
3612,2,1,35,0,0,0
3612,19,1,35,0,0,0
3612,35,1,35,0,0,0
3612,42,1,35,0,0,0
3613,2,1,100,0,0,0
3613,19,1,40,0,0,0
3613,35,1,45,0,0,0
3613,42,1,15,0,0,0
3614,2,1,62,0,0,0
3614,19,1,50,0,0,0
3614,35,1,50,1,1,1
3614,42,1,65,1,0,0
3615,2,1,100,1,0,0
3615,19,1,100,0,0,0
3615,35,1,100,0,0,0
3615,42,1,100,0,0,0
3616,2,1,100,0,0,0
3616,19,1,100,14,0,1
3616,35,1,100,0,0,0
3616,42,1,100,0,0,0
3617,2,1,100,0,0,0
3617,19,1,100,0,0,0
3617,35,1,100,0,0,0
3617,42,1,100,7,0,0
3618,2,1,100,2,0,0
3618,19,1,100,1,0,0
3618,35,1,100,0,0,0
3618,42,1,100,1,0,0
3619,19,1,40,28,0,2
3619,35,1,25,20,0,2
3620,2,1,46,41,0,4
3620,19,1,45,45,0,1
3620,42,1,40,35,0,0
3621,2,1,70,18,0,2
3621,19,1,45,62,0,2
3621,35,1,40,12,0,2
3621,42,1,45,35,0,2
3622,2,1,25,8,0,1
3622,19,1,56,14,0,1
3622,35,1,56,17,0,0
3622,42,1,50,18,0,2
3623,2,1,66,24,0,1
3623,35,1,56,21,0,3
3623,42,1,40,42,0,2
3624,19,1,55,0,0,0
3624,35,1,62,0,0,0
3625,2,1,35,1,0,0
3625,2,2,8,0,0,0
3625,42,1,90,6,0,1
3626,2,1,100,0,0,0
3626,19,1,100,0,0,0
3626,35,1,100,0,0,0
3626,42,1,100,0,0,0
3627,2,1,100,0,0,0
3627,19,1,100,0,0,0
3627,35,1,100,0,0,0
3627,42,1,100,0,0,0
3628,2,1,100,0,0,0
3628,19,1,100,0,0,0
3628,35,1,100,0,0,0
3628,42,1,100,0,0,0
3629,2,1,90,0,0,0
3629,19,1,90,0,0,0
3629,35,1,90,0,0,0
3629,42,1,90,0,0,0
3630,2,1,100,0,0,0
3630,19,1,100,0,0,0
3630,35,1,100,0,0,0
3630,42,1,100,0,0,0
3631,2,1,100,0,0,0
3631,19,1,100,2,0,0
3631,35,1,100,1,0,1
3631,42,1,100,0,0,0
3632,2,1,100,0,0,0
3632,19,1,100,25,0,1
3632,35,1,80,0,0,0
3632,42,1,90,8,0,1
3633,2,1,97,0,0,0
3633,35,1,60,0,0,0
3634,42,1,100,0,0,0
3635,19,1,82,0,0,0
3636,35,1,100,0,0,0
3636,42,1,100,0,0,0
3637,2,1,100,12,2,1
3637,2,2,35,8,4,4
3637,19,1,100,0,0,0
3637,19,2,100,2,0,0
3638,35,1,25,0,0,0
3638,42,1,60,2,0,0
3639,34,1,65,1,0,0
3639,35,1,100,0,0,0
3640,9,1,38,8,0,0
3640,19,1,28,3,0,0
3640,19,2,30,4,0,0
3640,42,1,100,6,0,0
3641,9,1,100,5,0,1
3641,19,1,62,2,0,1
3641,34,1,70,11,0,0
3641,35,1,95,6,0,1
3641,42,1,100,6,0,0
3642,9,1,100,9,0,0
3642,19,1,90,10,0,1
3642,19,2,75,3,0,1
3642,34,1,100,8,0,1
3642,35,1,85,3,0,1
3642,42,1,100,1,0,0
3643,9,1,85,13,0,2
3643,19,1,45,2,0,0
3643,34,1,65,19,0,3
3643,35,1,80,10,0,1
3644,42,1,95,2,0,0
3644,42,2,70,0,0,0
3645,9,1,60,2,0,0
3645,19,1,20,0,0,0
3645,34,1,100,11,0,2
3645,35,1,80,0,0,0
3646,42,1,55,0,0,0
3647,9,1,85,22,0,3
3647,19,1,100,12,0,2
3647,34,1,65,8,0,1
3647,35,1,100,7,0,1
3647,42,1,45,1,0,0
3648,9,1,100,10,0,1
3648,34,1,70,2,0,0
3648,35,1,32,3,0,0
3648,42,1,75,6,0,0
3649,9,1,40,16,0,1
3649,34,1,72,8,0,0
3649,35,1,95,16,0,0
3649,42,1,100,13,0,0
3650,9,1,95,3,0,0
3650,34,1,60,10,0,1
3650,35,1,45,0,0,0
3650,42,1,50,9,0,2
3651,34,1,22,2,0,0
3652,9,1,28,2,0,1
3652,34,1,55,13,0,2
3652,35,1,72,7,0,0
3652,42,1,60,0,0,0
3653,34,1,100,5,0,1
3653,35,1,100,12,0,1
3653,42,1,100,8,0,1
3654,9,1,30,1,0,0
3655,9,1,60,28,0,2
3655,34,1,45,14,0,1
3655,35,1,28,5,0,0
3655,42,1,50,16,0,0
3656,19,1,23,3,0,0
3657,35,1,40,0,0,0
3657,42,1,45,1,0,0
3658,19,1,20,0,0,0
3659,19,1,100,0,0,0
3659,42,1,35,0,0,0
3660,9,1,60,5,0,1
3660,19,1,30,0,0,0
3660,19,2,5,0,0,0
3660,42,1,57,2,0,0
3661,34,1,55,20,0,2
3661,35,1,25,0,0,0
3662,9,1,100,8,0,1
3662,34,1,80,15,1,3
3662,35,1,90,5,0,1
3662,42,1,45,5,0,1
3663,19,1,20,0,0,0
3663,35,1,60,0,0,0
3663,42,1,80,3,0,0
3664,9,1,100,5,0,1
3664,19,1,65,1,0,0
3664,34,1,90,2,0,1
3664,35,1,95,0,0,0
3664,42,1,75,5,0,0
3665,9,1,100,4,0,0
3665,19,1,100,3,0,0
3665,19,2,100,5,0,1
3665,34,1,100,4,0,0
3665,35,1,100,0,0,0
3665,42,1,100,5,0,0
3666,9,1,30,0,0,0
3666,19,1,10,0,0,0
3666,19,2,15,0,0,0
3666,34,1,2,0,0,0
3666,35,1,25,0,0,0
3666,42,1,50,0,0,0
3667,19,1,15,3,0,1
3667,19,2,8,0,0,0
3668,19,1,19,0,0,0
