"Tract","Walker","Pass","Distance","Sherds","Other","Bags"
7083,7,1,50,0,0,0
7083,11,1,100,0,0,0
7083,20,1,60,0,0,0
7083,26,1,60,0,0,0
7084,5,1,70,0,0,0
7084,7,1,85,0,0,0
7084,11,1,100,0,0,0
7084,20,1,80,0,0,0
7084,26,1,60,0,0,0
7085,5,1,100,0,0,0
7085,7,1,100,0,0,0
7085,11,1,100,0,0,0
7085,20,1,100,1,0,0
7085,26,1,100,0,0,0
7086,5,1,100,11,0,1
7086,7,1,100,1,0,1
7086,11,1,100,10,0,0
7086,20,1,100,5,0,1
7086,26,1,100,2,0,0
7087,5,1,100,0,0,0
7087,7,1,100,0,0,0
7087,11,1,100,0,0,0
7087,20,1,100,1,0,0
7087,26,1,100,0,0,0
7088,5,1,100,0,0,0
7088,7,1,90,0,0,0
7088,11,1,90,0,0,0
7088,20,1,90,1,0,0
7088,26,1,100,0,0,0
7089,5,1,33,0,0,0
7089,7,1,65,0,0,0
7089,11,1,100,0,0,0
7089,20,1,80,0,0,0
7089,26,1,20,1,0,1
7090,5,1,100,4,0,0
7090,7,1,100,0,0,0
7090,11,1,100,0,0,0
7090,20,1,100,0,0,0
7090,26,1,100,0,0,0
7091,5,1,100,3,0,0
7091,7,1,100,0,1,1
7091,11,1,100,0,0,0
7091,20,1,100,0,0,0
7091,26,1,100,0,0,0
7092,5,1,100,0,0,0
7092,7,1,100,0,0,0
7092,11,1,20,0,0,0
7092,20,1,35,0,0,0
7092,26,1,100,1,0,0
7093,7,1,60,0,0,0
7093,11,1,100,0,0,0
7093,20,1,100,0,0,0
7094,11,1,50,0,0,0
7094,20,1,35,0,0,0
7095,7,1,100,0,0,0
7095,11,1,60,0,0,0
7096,5,1,100,0,0,0
7096,7,1,100,1,0,1
7096,11,1,100,0,0,0
7096,20,1,100,0,0,0
7096,26,1,100,0,0,0
7097,5,1,100,3,0,0
7097,7,1,100,2,0,1
7097,11,1,100,0,0,0
7097,20,1,100,0,0,0
7097,26,1,100,0,0,0
7098,5,1,85,0,0,0
7098,7,1,75,3,0,0
7098,11,1,60,0,0,0
7098,20,1,100,0,0,0
7098,26,1,90,0,0,0
7099,5,1,20,0,0,0
7099,7,1,100,0,0,0
7099,11,1,100,0,0,0
7099,20,1,100,0,0,0
7099,26,1,50,0,0,0
7100,5,1,92,0,0,0
7100,11,1,100,0,0,0
7101,5,1,100,0,0,0
7101,7,1,100,0,0,0
7101,20,1,100,0,0,0
7101,26,1,100,0,0,0
7101,28,1,100,4,0,0
7102,5,1,50,0,0,0
7102,7,1,100,0,0,0
7102,20,1,100,0,0,0
7102,26,1,100,0,0,0
7102,28,1,100,0,0,0
7103,5,1,100,0,0,0
7103,7,1,100,0,0,0
7103,20,1,100,0,0,0
7103,26,1,100,0,0,0
7103,28,1,100,2,0,0
7104,5,1,100,0,0,0
7104,7,1,100,0,0,0
7104,20,1,100,0,0,0
7104,26,1,100,0,0,0
7104,28,1,100,0,0,0
7105,5,1,100,2,0,0
7105,7,1,100,0,0,0
7105,20,1,100,0,0,0
7105,26,1,100,0,0,0
7105,28,1,100,0,0,0
7106,5,1,35,0,0,0
7106,7,1,100,0,0,0
7106,20,1,100,0,0,0
7106,26,1,100,0,0,0
7106,28,1,45,0,0,0
7107,7,1,100,2,0,0
7107,20,1,15,0,0,0
7107,26,1,20,0,0,0
7108,5,1,100,2,0,0
7108,7,1,50,0,0,0
7108,20,1,60,0,0,0
7108,26,1,100,0,0,0
7108,28,1,40,0,0,0
7109,5,1,100,0,0,0
7109,7,1,100,0,0,0
7109,20,1,100,0,0,0
7109,26,1,100,0,0,0
7109,28,1,100,0,0,0
7110,5,1,92,0,0,0
7110,7,1,100,0,0,0
7110,20,1,100,0,0,0
7110,26,1,95,0,0,0
7110,28,1,90,0,0,0
7111,7,1,15,0,0,0
7111,20,1,45,0,0,0
7111,26,1,100,0,0,0
7112,5,1,15,0,0,0
7112,7,1,100,0,0,0
7112,20,1,100,0,0,0
7112,26,1,100,0,0,0
7112,28,1,35,0,0,0
7113,5,1,100,0,0,0
7113,7,1,100,0,0,0
7113,20,1,100,0,0,0
7113,26,1,100,0,0,0
7113,28,1,100,0,0,0
7114,5,1,39,0,0,0
7114,7,1,55,0,0,0
7114,20,1,70,0,0,0
7114,26,1,72,0,0,0
7114,28,1,30,0,0,0
7115,5,1,100,0,0,0
7115,7,1,100,0,0,0
7115,20,1,100,0,0,0
7115,26,1,100,0,0,0
7115,28,1,100,0,0,0
7116,5,1,100,0,0,0
7116,7,1,100,0,0,0
7116,20,1,25,0,0,0
7116,26,1,35,0,0,0
7116,28,1,100,0,0,0
7117,5,1,90,0,0,0
7117,7,1,100,0,0,0
7117,20,1,100,0,0,0
7117,26,1,100,0,0,0
7117,28,1,100,0,0,0
7118,7,1,60,0,0,0
7118,20,1,100,0,0,0
7118,26,1,100,0,0,0
7118,28,1,20,0,0,0
7119,5,1,27,1,0,1
7120,20,1,55,0,0,0
7120,26,1,87,0,0,0
7121,5,1,93,0,0,0
7121,7,1,100,0,0,0
7121,20,1,100,0,0,0
7121,26,1,100,0,0,0
7121,28,1,100,0,0,0
7122,7,1,25,0,0,0
7122,20,1,35,0,0,0
7122,26,1,44,0,0,0
7123,5,1,37,1,0,0
7123,25,1,70,0,0,0
7123,26,1,100,0,0,0
7123,39,1,68,0,0,0
7123,40,1,70,0,0,0
7124,5,1,70,0,0,0
7124,25,1,80,0,0,0
7124,26,1,70,0,0,0
7124,39,1,100,1,0,1
7124,40,1,80,0,0,0
7125,5,1,100,4,0,0
7125,25,1,100,0,0,0
7125,26,1,100,2,0,0
7125,39,1,100,0,0,0
7125,40,1,100,7,0,2
7126,5,1,100,14,0,2
7126,25,1,100,3,0,1
7126,26,1,100,1,0,0
7126,39,1,80,2,0,1
7126,40,1,100,5,0,0
7127,5,1,53,5,0,1
7127,25,1,27,15,0,2
7127,26,1,60,3,0,1
7127,40,1,10,1,0,0
7128,5,1,3,0,0,0
7128,25,1,20,12,0,0
7128,26,1,10,1,0,0
7128,39,1,15,7,0,1
7128,40,1,9,8,0,0
7129,5,1,100,27,0,3
7129,25,1,100,68,0,4
7129,26,1,100,94,0,4
7129,39,1,100,87,0,5
7129,40,1,100,100,0,14
7130,5,1,100,12,0,1
7130,25,1,100,105,0,3
7130,26,1,100,31,0,2
7130,39,1,100,33,1,3
7130,40,1,100,70,0,1
7131,5,1,63,4,0,0
7131,26,1,100,4,0,2
7131,39,1,100,12,0,0
7131,40,1,100,1,0,1
7132,26,1,10,0,0,0
7132,39,1,65,4,0,0
7132,40,1,100,3,0,0
7133,5,1,100,2,0,0
7133,25,1,12,0,0,0
7133,25,2,10,0,0,0
7133,26,1,90,0,0,0
7133,39,1,60,0,0,0
7133,40,1,63,2,0,0
7134,5,1,32,8,0,2
7134,25,1,40,0,0,0
7134,26,1,43,1,0,0
7134,39,1,30,8,0,1
7134,40,1,35,8,0,0
7135,5,1,100,43,0,2
7135,25,1,100,40,0,2
7135,26,1,100,32,0,2
7135,39,1,100,45,0,3
7135,40,1,100,40,0,0
7136,5,1,100,36,0,2
7136,25,1,100,100,0,2
7136,26,1,100,15,0,2
7136,39,1,100,65,0,2
7136,40,1,100,98,0,2
7137,25,1,15,20,0,0
7137,26,1,8,0,0,0
7137,39,1,12,0,0,0
7137,40,1,12,0,0,0
7138,5,1,100,36,0,2
7138,25,1,62,12,0,0
7138,26,1,90,5,0,0
7138,39,1,90,6,0,1
7138,40,1,90,41,0,0
7139,5,1,100,45,0,2
7139,25,1,100,8,0,0
7139,26,1,100,5,0,0
7139,39,1,100,4,0,1
7139,40,1,100,5,0,0
7140,5,1,100,0,0,0
7140,25,1,100,2,0,0
7140,26,1,100,0,0,0
7140,39,1,100,8,0,0
7140,40,1,100,0,0,0
7141,25,1,40,0,0,0
7141,26,1,40,0,0,0
7141,39,1,50,5,0,1
7141,40,1,58,0,0,0
7142,5,1,60,4,0,0
7142,25,1,100,0,0,0
7142,26,1,100,0,0,0
7142,39,1,100,0,0,0
7142,40,1,100,0,0,0
7143,25,1,24,0,0,0
7143,39,1,100,0,0,0
7143,40,1,90,0,0,0
7144,25,1,16,0,0,0
7145,25,1,95,5,0,1
7145,26,1,100,2,0,0
7145,27,1,95,13,0,2
7145,32,1,100,3,0,0
7145,39,1,80,3,0,0
7146,25,1,100,8,0,0
7146,26,1,100,1,0,0
7146,27,1,100,4,1,1
7146,32,1,100,1,0,0
7146,39,1,100,4,0,1
7147,25,1,100,4,0,0
7147,26,1,100,1,0,1
7147,27,1,100,8,0,0
7147,32,1,100,2,0,0
7147,39,1,100,0,0,0
7148,25,1,1,0,0,0
7148,26,1,1,0,0,0
7148,27,1,4,0,0,0
7148,39,1,15,0,0,0
7149,25,1,85,12,0,1
7149,26,1,100,4,0,1
7149,27,1,100,17,0,2
7149,32,1,95,3,0,0
7149,39,1,100,4,0,0
7150,25,1,100,8,0,1
7150,26,1,100,2,0,0
7150,27,1,100,8,0,0
7150,32,1,90,0,0,0
7150,39,1,100,1,0,0
7151,25,1,100,15,0,2
7151,26,1,85,10,0,2
7151,27,1,100,9,1,2
7151,32,1,80,2,0,0
7151,39,1,100,6,0,1
7152,27,1,12,0,0,0
7152,39,1,7,0,0,0
7153,25,1,80,17,0,1
7153,26,1,100,4,0,1
7153,27,1,85,8,0,1
7153,32,1,100,3,0,1
7153,39,1,85,5,1,1
7154,25,1,100,5,0,0
7154,26,1,100,1,0,0
7154,27,1,100,1,0,0
7154,32,1,100,2,0,0
7154,39,1,100,1,0,0
7155,25,1,100,3,0,1
7155,26,1,72,0,0,0
7155,27,1,85,2,0,2
7155,32,1,75,2,0,1
7155,39,1,55,2,0,1
7156,25,1,100,2,0,0
7156,26,1,100,2,0,0
7156,27,1,100,4,0,0
7156,32,1,100,0,0,0
7156,39,1,95,0,0,0
7157,25,1,100,9,0,0
7157,26,1,100,11,0,0
7157,27,1,100,6,0,1
7157,32,1,100,1,0,0
7157,39,1,100,5,0,0
7158,25,1,42,4,0,1
7158,26,1,56,8,1,2
7158,27,1,55,9,2,1
7158,32,1,35,5,0,0
7158,39,1,52,8,0,2
7159,25,1,75,1,0,0
7159,26,1,100,4,0,0
7159,27,1,100,1,0,0
7159,32,1,100,2,0,0
7159,39,1,100,0,0,0
7160,25,1,100,0,0,0
7160,26,1,100,0,0,0
7160,27,1,100,0,0,0
7160,32,1,100,0,0,0
7160,39,1,100,1,0,0
7161,5,1,100,0,0,0
7161,25,1,100,0,0,0
7161,26,1,100,0,0,0
7161,32,1,55,0,0,0
7161,39,1,75,0,0,0
7162,5,1,9,0,0,0
7162,25,1,8,0,0,0
7162,26,1,17,0,0,0
7163,5,1,78,0,0,0
7163,25,1,55,0,0,0
7163,26,1,65,0,0,0
7163,32,1,100,0,0,0
7163,39,1,100,0,0,0
7164,5,1,100,0,0,0
7164,25,1,100,0,0,0
7164,26,1,100,0,0,0
7164,32,1,100,2,0,0
7164,39,1,100,0,0,0
7165,5,1,73,0,0,0
7165,25,1,30,0,0,0
7165,26,1,60,1,0,0
7165,32,1,15,0,0,0
7165,39,1,22,0,0,0
7166,5,1,68,0,0,0
7166,25,1,92,0,0,0
7166,26,1,92,1,0,0
7166,32,1,100,1,0,0
7166,39,1,95,0,1,1
7167,5,1,100,0,0,0
7167,25,1,100,0,0,0
7167,26,1,100,0,0,0
7167,32,1,100,0,0,0
7167,39,1,100,0,0,0
7168,5,1,100,0,0,0
7168,25,1,100,2,0,0
7168,26,1,100,0,0,0
7168,32,1,100,1,0,0
7168,39,1,100,0,0,0
7169,5,1,100,0,0,0
7169,25,1,100,0,0,0
7169,26,1,100,0,0,0
7169,32,1,100,0,0,0
7169,39,1,100,2,0,1
7170,5,1,20,2,0,0
7170,25,1,90,0,0,0
7170,26,1,78,2,0,0
7170,32,1,50,0,0,0
7170,39,1,70,0,0,0
7171,5,1,20,2,0,0
7171,25,1,68,0,0,0
7171,26,1,100,0,0,0
7171,32,1,30,0,0,0
7171,39,1,75,0,0,0
7172,5,1,93,0,0,0
7172,25,1,100,0,0,0
7172,26,1,100,0,0,0
7172,39,1,85,0,0,0
7173,5,1,100,0,0,0
7173,25,1,100,0,0,0
7173,26,1,100,0,0,0
7173,39,1,100,0,0,0
7174,5,1,100,0,0,0
7174,25,1,100,0,0,0
7174,26,1,100,0,0,0
7174,39,1,100,0,0,0
7175,5,1,100,0,0,0
7175,25,1,100,0,0,0
7175,26,1,100,0,0,0
7175,39,1,100,0,0,0
7176,5,1,26,0,0,0
7176,25,1,30,0,0,0
7176,26,1,37,0,0,0
7176,39,1,25,0,0,0
8000,2,1,100,10,0,2
8000,5,1,56,8,0,0
8000,14,1,85,2,0,1
8000,26,1,75,6,0,0
8000,36,1,90,7,0,1
8001,14,1,100,2,0,0
8001,20,1,100,16,27,8
8001,26,1,100,3,0,1
8001,27,1,100,9,13,5
8001,36,1,100,2,0,0
8002,2,1,100,0,0,0
8002,5,1,100,3,0,0
8002,14,1,100,0,0,0
8002,26,1,100,2,0,0
8002,36,1,100,1,0,0
8003,2,1,100,0,0,0
8003,5,1,100,0,0,0
8003,14,1,100,1,0,0
8003,26,1,100,1,0,0
8003,36,1,100,1,0,0
8004,2,1,100,0,0,0
8004,5,1,100,1,0,0
8004,14,1,100,0,0,0
8004,26,1,100,0,0,0
8004,36,1,100,0,0,0
8005,2,1,100,0,0,0
8005,5,1,100,0,0,0
8005,14,1,100,1,0,0
8005,26,1,100,0,0,0
8005,36,1,100,0,0,0
8006,2,1,100,0,0,0
8006,5,1,100,0,0,0
8006,14,1,100,0,0,0
8006,26,1,100,0,0,0
8006,36,1,100,0,0,0
8007,2,1,100,0,0,0
8007,5,1,100,0,0,0
8007,14,1,100,0,0,0
8007,26,1,100,0,0,0
8007,36,1,100,0,0,0
8008,2,1,100,0,0,0
8008,5,1,100,0,0,0
8008,14,1,100,0,0,0
8008,26,1,100,0,0,0
8008,36,1,100,0,0,0
8009,2,1,100,0,0,0
8009,5,1,100,0,0,0
8009,14,1,100,0,0,0
8009,26,1,100,1,0,0
8009,36,1,100,3,0,0
8010,2,1,100,0,0,0
8010,5,1,100,0,0,0
8010,14,1,100,1,1,2
8010,26,1,100,2,0,1
8010,36,1,100,0,0,0
8011,2,1,100,0,0,0
8011,5,1,100,2,0,1
8011,14,1,100,0,0,0
8011,26,1,100,0,0,0
8011,36,1,100,0,0,0
8012,2,1,100,0,0,0
8012,5,1,100,0,0,0
8012,14,1,100,4,0,1
8012,26,1,100,0,0,0
8012,36,1,100,0,0,0
8013,2,1,100,1,0,0
8013,5,1,100,0,0,0
8013,14,1,100,0,0,0
8013,26,1,100,1,0,0
8013,36,1,100,0,0,0
8014,2,1,100,0,0,0
8014,5,1,100,0,0,0
8014,14,1,100,0,0,0
8014,26,1,100,0,0,0
8014,36,1,100,0,0,0
8015,2,1,100,0,0,0
8015,5,1,100,0,0,0
8015,14,1,100,0,0,0
8015,26,1,100,0,0,0
8015,36,1,100,0,0,0
8016,2,1,100,1,0,0
8016,5,1,100,0,0,0
8016,14,1,100,0,0,0
8016,26,1,100,0,0,0
8016,36,1,100,0,0,0
8017,2,1,100,0,0,0
8017,5,1,100,0,0,0
8017,14,1,100,0,0,0
8017,26,1,100,0,0,0
8017,36,1,100,0,0,0
8018,2,1,100,0,0,0
8018,5,1,100,0,0,0
8018,14,1,100,0,0,0
8018,26,1,100,0,0,0
8018,36,1,100,0,0,0
8019,2,1,100,1,1,1
8019,5,1,100,0,0,0
8019,14,1,100,7,0,3
8019,26,1,100,0,0,0
8019,36,1,100,17,0,3
8020,2,1,100,2,0,0
8020,5,1,100,0,0,0
8020,14,1,100,4,0,3
8020,26,1,100,6,0,0
8020,36,1,100,4,1,1
8021,2,1,100,11,0,2
8021,5,1,100,4,0,0
8021,14,1,100,4,3,2
8021,26,1,100,12,2,1
8021,36,1,100,0,0,0
8022,2,1,32,16,2,3
8022,5,1,96,7,0,1
8022,14,1,70,3,1,2
8022,26,1,92,30,2,2
8022,36,1,46,4,0,0
8023,2,1,98,1,0,0
8023,5,1,59,3,0,1
8023,14,1,80,1,0,0
8023,26,1,54,0,0,0
8023,36,1,100,0,0,0
8024,2,1,100,0,1,1
8024,5,1,100,1,0,0
8024,14,1,100,4,3,3
8024,26,1,100,3,1,1
8024,36,1,100,2,0,0
8025,2,1,100,1,0,0
8025,5,1,100,0,0,0
8025,14,1,100,0,1,1
8025,26,1,100,0,0,0
8025,36,1,100,0,0,0
8026,2,1,100,1,0,0
8026,5,1,100,0,0,0
8026,14,1,100,0,0,0
8026,26,1,100,0,0,0
8026,36,1,100,0,0,0
8027,2,1,100,0,0,0
8027,5,1,100,0,0,0
8027,14,1,100,1,0,0
8027,26,1,100,0,0,0
8027,36,1,100,0,0,0
8028,2,1,100,0,0,0
8028,5,1,100,0,0,0
8028,14,1,100,0,0,0
8028,26,1,100,0,0,0
8028,36,1,100,0,0,0
8029,2,1,100,0,0,0
8029,5,1,100,0,0,0
8029,14,1,100,0,0,0
8029,26,1,100,0,0,0
8029,36,1,100,2,0,0
8030,2,1,100,0,0,0
8030,5,1,100,0,0,0
8030,14,1,100,0,0,0
8030,26,1,100,0,0,0
8030,36,1,100,0,0,0
8031,2,1,100,0,0,0
8031,5,1,100,1,0,0
8031,14,1,100,0,0,0
8031,26,1,100,0,0,0
8031,36,1,100,0,0,0
8032,2,1,100,0,0,0
8032,5,1,100,0,0,0
8032,14,1,100,0,0,0
8032,26,1,100,0,0,0
8032,36,1,100,0,0,0
8033,2,1,100,0,0,0
8033,5,1,100,0,0,0
8033,14,1,100,1,0,0
8033,26,1,100,0,0,0
8033,36,1,100,1,0,0
8034,2,1,100,0,0,0
8034,5,1,100,0,0,0
8034,14,1,100,1,0,0
8034,26,1,100,0,0,0
8034,36,1,100,0,0,0
8035,2,1,60,4,0,1
8035,5,1,100,0,0,0
8035,14,1,85,3,0,0
8035,26,1,100,0,0,0
8035,36,1,65,1,0,0
8036,14,1,25,0,0,0
8036,20,1,32,1,0,1
8036,27,1,12,0,0,0
8036,32,1,45,6,0,0
8036,36,1,5,0,0,0
8037,14,1,75,9,0,1
8037,20,1,73,42,1,3
8037,27,1,75,9,0,1
8037,32,1,75,63,0,1
8037,36,1,75,1,0,0
8038,14,1,100,3,0,0
8038,20,1,100,1,0,0
8038,27,1,100,3,0,0
8038,32,1,25,0,0,0
8038,36,1,100,0,0,0
8039,14,1,100,4,0,0
8039,20,1,100,4,0,0
8039,27,1,100,3,0,0
8039,32,1,100,2,0,0
8039,36,1,66,0,1,1
8040,14,1,15,0,0,0
8040,20,1,28,1,0,1
8040,32,1,30,0,0,0
8041,14,1,50,0,0,0
8041,20,1,25,0,0,0
8041,27,1,70,4,0,1
8041,32,1,7,0,0,0
8041,36,1,100,0,0,0
8042,14,1,90,0,1,1
8042,20,1,70,4,0,1
8042,27,1,100,3,0,0
8042,32,1,60,0,0,0
8042,32,2,40,0,0,0
8042,36,1,100,5,0,1
8043,27,1,25,0,0,0
8043,36,1,28,0,0,0
8044,14,1,48,0,0,0
8044,20,1,30,1,0,1
8044,27,1,68,5,0,0
8044,32,1,15,0,0,0
8044,36,1,85,0,0,0
8045,14,1,100,0,0,0
8045,20,1,100,8,1,3
8045,27,1,100,3,1,1
8045,32,1,100,3,0,0
8045,36,1,100,5,0,2
8046,14,1,5,0,0,0
8046,20,1,13,1,0,0
8046,32,1,15,0,0,0
8047,14,1,50,13,0,2
8047,20,1,53,17,0,1
8047,27,1,48,22,0,2
8047,32,1,40,7,0,0
8047,36,1,23,13,0,0
8048,14,1,90,27,0,4
8048,20,1,80,49,1,5
8048,27,1,65,16,0,1
8048,32,1,75,27,0,2
8048,36,1,40,35,1,3
8049,27,1,100,31,0,2
8049,36,1,100,30,0,2
8050,14,1,100,13,0,1
8050,20,1,90,24,0,1
8050,27,1,95,21,0,0
8050,32,1,70,42,0,1
8050,36,1,100,23,0,1
8051,14,1,80,16,1,1
8051,20,1,75,39,2,5
8051,27,1,90,32,2,4
8051,32,1,60,17,0,0
8051,36,1,100,19,0,1
8052,27,1,100,65,1,7
8052,32,1,100,82,0,0
8053,14,1,30,6,0,0
8053,32,1,25,7,0,0
8054,14,1,90,24,0,3
8054,20,1,85,64,1,3
8054,27,1,60,7,1,1
8054,32,1,100,16,0,1
8054,36,1,60,18,0,1
8055,14,1,90,12,0,1
8055,20,1,68,42,1,3
8055,27,1,90,14,0,2
8055,32,1,80,7,0,0
8055,36,1,90,15,0,2
8056,20,1,35,12,0,0
8056,32,1,25,3,0,0
8057,14,1,90,22,0,0
8057,20,1,100,38,0,1
8057,27,1,77,28,0,1
8057,32,1,70,6,1,1
8057,36,1,100,36,0,2
8058,14,1,70,17,0,0
8058,20,1,25,12,1,2
8058,27,1,50,25,0,2
8058,36,1,25,15,0,2
8059,32,1,35,5,0,1
8060,32,1,50,3,0,0
8060,36,1,67,11,0,0
8061,14,1,55,0,0,0
8061,36,1,27,0,0,0
8062,14,1,90,0,0,0
8062,15,1,100,0,0,0
8062,20,1,80,0,0,0
8062,27,1,100,0,0,0
8062,36,1,65,0,0,0
8063,14,1,100,0,0,0
8063,15,1,100,0,0,0
8063,20,1,100,1,0,0
8063,27,1,100,0,0,0
8063,36,1,100,0,0,0
8064,14,1,40,0,0,0
8064,15,1,40,0,0,0
8064,20,1,40,0,0,0
8064,27,1,40,0,0,0
8064,36,1,40,0,0,0
8065,9,1,100,0,0,0
8065,14,1,100,0,0,0
8065,20,1,100,0,1,1
8065,27,1,100,0,0,0
8065,36,1,100,0,0,0
8066,9,1,100,0,0,0
8066,14,1,100,0,0,0
8066,20,1,100,0,0,0
8066,27,1,100,0,0,0
8066,36,1,100,0,0,0
8067,9,1,100,0,0,0
8067,14,1,100,0,0,0
8067,20,1,100,0,1,1
8067,27,1,100,0,0,0
8067,36,1,100,0,0,0
8068,9,1,100,1,0,0
8068,14,1,100,0,0,0
8068,20,1,100,2,0,0
8068,27,1,100,0,0,0
8068,36,1,100,0,0,0
8069,9,1,100,1,0,0
8069,14,1,100,0,0,0
8069,20,1,100,2,0,1
8069,27,1,100,2,0,0
8069,36,1,100,0,0,0
8070,9,1,100,2,0,0
8070,14,1,100,1,0,0
8070,20,1,100,47,1,4
8070,27,1,100,6,0,1
8070,36,1,100,2,0,1
8071,9,1,100,18,1,2
8071,14,1,100,6,8,5
8071,20,1,100,22,26,6
8071,27,1,100,7,5,4
8071,36,1,100,10,4,3
8072,9,1,100,16,0,1
8072,14,1,100,14,2,4
8072,20,1,100,15,0,2
8072,27,1,100,24,1,5
8072,36,1,100,36,0,2
8073,9,1,100,6,0,0
8073,14,1,100,4,1,1
8073,20,1,100,12,1,3
8073,27,1,100,21,0,3
8073,36,1,100,29,0,2
8074,9,1,100,12,0,0
8074,14,1,100,3,0,0
8074,20,1,100,9,0,2
8074,27,1,100,16,0,3
8074,36,1,100,3,0,0
8075,9,1,100,5,0,0
8075,14,1,100,0,0,0
8075,20,1,100,4,0,1
8075,27,1,100,4,0,1
8075,36,1,100,0,0,0
8076,9,1,60,0,0,0
8076,14,1,65,0,0,0
8076,20,1,68,0,0,0
8076,27,1,75,0,0,0
8076,36,1,65,0,0,0
8077,9,1,100,0,0,0
8077,14,1,100,0,0,0
8077,20,1,100,0,0,0
8077,27,1,100,3,0,1
8077,36,1,100,0,0,0
8078,9,1,100,0,0,0
8078,14,1,100,0,0,0
8078,20,1,100,3,0,1
8078,27,1,100,4,0,2
8078,36,1,100,0,0,0
8079,9,1,100,36,0,2
8079,14,1,100,36,0,2
8079,20,1,100,61,0,3
8079,27,1,100,42,0,2
8079,36,1,100,32,0,3
8080,9,1,100,96,0,2
8080,14,1,100,17,0,1
8080,20,1,100,146,1,6
8080,27,1,100,21,0,2
8080,36,1,100,17,0,2
8081,9,1,100,72,0,2
8081,14,1,100,8,0,0
8081,20,1,100,8,0,0
8081,27,1,100,14,0,2
8081,36,1,100,12,0,1
8082,9,1,100,6,0,1
8082,14,1,100,3,0,0
8082,20,1,100,25,3,3
8082,27,1,100,5,1,2
8082,36,1,100,0,0,0
8083,9,1,100,4,0,1
8083,14,1,100,0,0,0
8083,20,1,100,3,0,1
8083,27,1,100,0,0,0
8083,36,1,100,0,0,0
8084,9,1,100,3,0,1
8084,14,1,100,0,0,0
8084,20,1,100,1,0,1
8084,27,1,100,1,0,0
8084,36,1,100,0,0,0
8085,9,1,100,0,0,0
8085,14,1,100,0,0,0
8085,20,1,100,0,0,0
8085,27,1,100,0,1,1
8085,36,1,100,0,0,0
8086,9,1,100,0,0,0
8086,14,1,100,0,0,0
8086,20,1,100,2,5,3
8086,27,1,100,0,0,0
8086,36,1,100,1,0,1
8087,14,1,100,0,0,0
8087,15,1,100,0,0,0
8087,20,1,100,0,0,0
8087,27,1,100,0,0,0
8087,36,1,100,0,0,0
8088,14,1,100,1,0,0
8088,15,1,100,0,0,0
8088,20,1,100,0,0,0
8088,27,1,100,0,0,0
8088,36,1,100,0,0,0
8089,14,1,100,0,0,0
8089,15,1,65,0,0,0
8089,20,1,50,2,0,0
8089,27,1,85,0,0,0
8089,36,1,30,0,0,0
8090,14,1,80,13,0,2
8090,15,1,83,1,0,1
8090,20,1,90,37,2,3
8090,27,1,75,21,0,1
8090,36,1,100,42,2,5
8091,14,1,100,3,0,0
8091,15,1,100,0,0,0
8091,20,1,100,10,0,0
8091,27,1,100,4,1,1
8091,36,1,100,3,0,1
8092,14,1,100,0,0,0
8092,15,1,100,0,0,0
8092,20,1,100,7,0,0
8092,27,1,100,0,0,0
8092,36,1,100,0,0,0
8093,14,1,100,0,0,0
8093,15,1,100,2,0,0
8093,20,1,100,0,0,0
8093,27,1,100,0,1,1
8093,36,1,100,0,0,0
8094,14,1,100,0,0,0
8094,15,1,100,0,0,0
8094,20,1,100,1,1,1
8094,27,1,100,0,1,1
8094,36,1,100,0,0,0
8095,14,1,100,0,0,0
8095,15,1,100,0,0,0
8095,20,1,100,13,1,2
8095,27,1,100,0,0,0
8095,36,1,100,0,0,0
8096,14,1,100,0,0,0
8096,15,1,100,0,0,0
8096,20,1,100,2,1,2
8096,27,1,100,0,1,1
8096,36,1,100,2,1,2
8097,14,1,100,0,0,0
8097,15,1,100,0,0,0
8097,20,1,100,0,0,0
8097,27,1,100,0,0,0
8097,36,1,100,1,0,1
8098,14,1,100,1,0,0
8098,15,1,100,0,0,0
8098,20,1,28,1,0,0
8098,27,1,100,2,0,0
8099,14,1,100,3,0,0
8099,36,1,100,0,0,0
8100,14,1,15,0,0,0
8100,36,1,50,0,0,0
8101,14,1,65,0,0,0
8101,15,1,70,0,0,0
8101,20,1,52,1,0,0
8101,27,1,68,0,0,0
8101,36,1,18,0,0,0
8102,14,1,75,3,0,1
8102,15,1,62,0,0,0
8102,20,1,59,0,1,1
8102,27,1,65,0,0,0
8102,36,1,60,0,0,0
8103,14,1,85,0,0,0
8103,15,1,90,0,0,0
8103,20,1,75,0,0,0
8103,27,1,75,1,1,2
8103,36,1,70,0,0,0
8104,14,1,90,0,0,0
8104,15,1,94,0,0,0
8104,20,1,70,15,0,2
8104,27,1,85,9,0,2
8104,36,1,55,1,1,2
8105,14,1,90,0,1,1
8105,15,1,100,0,0,0
8105,20,1,85,1,0,0
8105,27,1,85,2,1,2
8105,36,1,100,0,0,0
8106,14,1,100,0,0,0
8106,15,1,100,0,0,0
8106,20,1,95,0,0,0
8106,27,1,95,1,0,0
8106,36,1,100,0,0,0
8107,14,1,25,0,0,0
8107,15,1,20,0,0,0
8107,27,1,32,0,0,0
8107,36,1,35,0,0,0
8108,12,1,51,3,0,0
8108,20,1,23,4,0,0
8108,27,1,45,14,0,1
8108,31,1,40,8,0,1
8109,12,1,52,4,0,0
8109,20,1,58,31,1,2
